"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","log","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.24711.21",-0.014542167745114,-0.0718422504500659,0.0131254488198327,-1.10793679856041,0.26907207319392,0.0590910487499367,0.0423637785054912,225,-0.0404066966706368,0.0113223611804088,-566.293499427642,"SHOX__seq.24711.21__ANML",NA,0.999033312328986,"O15266","SHOX","SHOX","SHOX__seq.24711.21","SHOX"
"seq.24712.6",-0.0087764858376962,-0.0205851438441422,0.0277988190626343,-0.31571434088339,0.752534380942836,0.118751762815954,0.101885767845925,209,-0.0635785067930497,0.0460255351176573,-219.5489961794,"GTPBP10__seq.24712.6__ANML",NA,0.999033312328986,"A4D1E9","GTPBP10","GTPBP10","GTPBP10__seq.24712.6","GTPBP10"
"seq.24713.4",-0.00821986735253761,-0.0559928517416701,0.00965830960862609,-0.851066872529768,0.395649251712143,0.0476978730105233,0.03053927612783,222,-0.0272535695245511,0.0108138348194758,-693.785021324949,"MAGIX__seq.24713.4__ANML",NA,0.999033312328986,"Q9H6Y5","MAGIX","MAGIX","MAGIX__seq.24713.4","MAGIX_2"
"seq.24717.26",0.0651063554328723,0.0490390041261825,0.0630956570567308,1.03186746077204,0.303257034456544,0.50343276896252,0.494485611646529,222,-0.0592367225414262,0.189449433407171,158.143444996936,"PTPA__seq.24717.26__ANML",NA,0.999033312328986,"Q15257","PTPA","PTPA","PTPA__seq.24717.26","PTPA"
"seq.24718.8",0.0052674905893518,0.0400271466103413,0.00875697848627627,0.601519188108877,0.548102512280076,0.0166808344395135,-0.000878436374066593,224,-0.0119891072018418,0.0225240883805454,-750.060214948257,"LRRC75A__seq.24718.8__ANML",NA,0.999033312328986,"Q8NAA5","LRRC75A","LRRC75A","LRRC75A__seq.24718.8","LRRC75A"
"seq.24720.10",0.0149761021524131,0.0796481574600344,0.01253523574337,1.19472042321454,0.233459745154201,0.0134552436989567,-0.00416162694927613,224,-0.009725970803474,0.0396781751083002,-585.877237375917,"ANKRD16__seq.24720.10__ANML",NA,0.999033312328986,"Q6P6B7","ANKRD16","ANKRD16","ANKRD16__seq.24720.10","ANKRD16"
"seq.24721.17",0.0674903722712743,0.069320906934665,0.0619386930721005,1.08963184277575,0.277056710142654,0.106806971109466,0.090713403021348,222,-0.0545726682223941,0.189553412764943,144.99180934643,"GOLPH3__seq.24721.17__ANML",NA,0.999033312328986,"Q9H4A6","GOLPH3","GOLPH3","GOLPH3__seq.24721.17","GOLPH3"
"seq.24722.13",-0.00901632475044207,-0.0614811760156285,0.00970895484763739,-0.9286606943729,0.354069052847315,0.0304553611804283,0.0130644259549652,223,-0.028149363621289,0.0101167141204049,-699.730348755431,"SPIN3__seq.24722.13__ANML",NA,0.999033312328986,"Q5JUX0","SPIN3","SPIN3","SPIN3__seq.24722.13","SPIN3"
"seq.24723.58",-0.00485776696185315,-0.0214264418862007,0.0129381041523902,-0.375462038691019,0.707685318496931,0.301017197242401,0.288073071265408,216,-0.0303588669197862,0.0206433329960799,-546.51167268673,"EIF2S2__seq.24723.58__ANML",NA,0.999033312328986,"P20042","EIF2S2","EIF2S2","EIF2S2__seq.24723.58","EIF2S2"
"seq.24724.4",-0.00905682313062141,-0.0510296823483193,0.0110743921291645,-0.817816727544821,0.414338725691345,0.142434227609271,0.126982592070699,222,-0.0308812095982438,0.012767563337001,-631.410564804364,"VPS26B__seq.24724.4__ANML",NA,0.999033312328986,"Q4G0F5","VPS26B","VPS26B","VPS26B__seq.24724.4","VPS26B"
"seq.24725.4",0.0486071130910333,0.0872030707224652,0.0377294613024145,1.28830657563411,0.199142702301326,0.105968971804044,0.087907738911196,198,-0.0257960440266769,0.123010270208744,-92.5450086448907,"COPS5__seq.24725.4__ANML",NA,0.999033312328986,"Q92905","COPS5","COPS5","COPS5__seq.24725.4","COPS5"
"seq.2474.54",0.0388537426040388,0.017127633721686,0.1198630986588,0.324150994249189,0.746123521563125,0.374150560859221,0.36307357963549,226,-0.197338440201461,0.275045925409539,452.607845226283,"APCS__seq.2474.54__ANML",NA,0.999033312328986,"P02743","APCS","APCS","APCS__seq.2474.54","APCS"
"seq.2475.1",-0.0144354751761919,-0.0159141359705137,0.0476379536368198,-0.303024669914338,0.7621498039458,0.380632803398924,0.369670552131648,226,-0.108306836585733,0.0794358862333489,26.7195945529363,"KIT__seq.2475.1__ANML",NA,0.999033312328986,"P10721","KIT","KIT","KIT__seq.2475.1","KIT"
"seq.2480.58",-0.00952190495284748,-0.00757132586943472,0.0570667071708513,-0.16685569266052,0.867633451529829,0.540588460317287,0.532421144056261,225,-0.121975468908281,0.102931659002586,114.772790638309,"TIMP3__seq.2480.58__ANML",NA,0.999033312328986,"P35625","TIMP3","TIMP3","TIMP3__seq.2480.58","TIMP3"
"seq.24891.54",-0.0104706940462652,-0.0309447066079161,0.0196837219327723,-0.531946858527407,0.595289983289828,0.247174906705396,0.233731601467992,224,-0.0492596522422772,0.0283182641497468,-373.034302540883,"EPS8L2__seq.24891.54__ANML",NA,0.999033312328986,"Q9H6S3","EPS8L2","EPS8L2","EPS8L2__seq.24891.54","EPS8L2"
"seq.24892.8",-0.00715380997809494,-0.037854085987652,0.0117172806657585,-0.610535002289447,0.542123667901807,0.141725454929137,0.126467240794544,225,-0.030243454291823,0.0159358343356331,-613.329821371377,"SHCBP1L__seq.24892.8__ANML",NA,0.999033312328986,"Q9BZQ2","SHCBP1L","SHCBP1L","SHCBP1L__seq.24892.8","SHCBP1L"
"seq.24895.25",0.0842792789946911,0.142164149135052,0.0331747139321896,2.54046739233265,0.0117536170006621,0.312848184605953,0.300467070815069,222,0.0189016249108867,0.149656933078495,-145.578906945659,"FCHSD1__seq.24895.25__ANML",NA,0.544558308189616,"Q86WN1","FCHSD1","FCHSD1","FCHSD1__seq.24895.25","FCHSD1"
"seq.24896.5",0.0104931229916356,0.0690869611344665,0.00984896784707308,1.06540331480054,0.28785081384337,0.0733222998824883,0.0566254043848754,222,-0.00891631078086409,0.0299025567641353,-684.529879344789,"MEN1__seq.24896.5__ANML",NA,0.999033312328986,"O00255","MEN1","MEN1","MEN1__seq.24896.5","MEN1"
"seq.24898.39",0.00722214173387712,0.0323015505115973,0.0150624535087285,0.479479769327883,0.632089291816428,0.0435319121488903,0.0255700701235173,213,-0.022468422649028,0.0369127061167822,-490.8066365188,"SCFD1__seq.24898.39__ANML",NA,0.999033312328986,"Q8WVM8","SCFD1","SCFD1","SCFD1__seq.24898.39","SCFD1"
"seq.24899.13",0.0119776073929566,0.0662396769540494,0.0120236023303701,0.99617461255373,0.32025477450944,0.0302421693246682,0.012689991393893,221,-0.0117179822934922,0.0356731970794054,-597.111953266874,"EPS8L1__seq.24899.13__ANML",NA,0.999033312328986,"Q8TE68","EPS8L1","EPS8L1","EPS8L1__seq.24899.13","EPS8L1"
"seq.24900.46",-0.00959728826636835,-0.0211448943126718,0.0275228572039296,-0.34870246919706,0.727647693077701,0.202766858419937,0.188205522500666,219,-0.0638408591062967,0.04464628257356,-233.320663994847,"VPS9D1__seq.24900.46__ANML",NA,0.999033312328986,"Q9Y2B5","VPS9D1","VPS9D1","VPS9D1__seq.24900.46","VPS9D1"
"seq.24901.4",0.00379444187657496,0.0228551430352156,0.0103067316484785,0.368151806604484,0.713115637489413,0.160731357183996,0.145402249552654,219,-0.0165186355107012,0.0241075192638511,-660.702498474843,"VIL1__seq.24901.4__ANML",NA,0.999033312328986,"P09327","VIL1","VIL1","VIL1__seq.24901.4","VIL1"
"seq.24902.84",-0.0338500679090446,-0.0292391293018703,0.0579123486179705,-0.584505182691568,0.559463503867659,0.439219175005146,0.429293850668954,226,-0.147967291512685,0.0802671556945958,122.19787088356,"GPHN__seq.24902.84__ANML",NA,0.999033312328986,"Q9NQX3","GPHN","GPHN","GPHN__seq.24902.84","GPHN"
"seq.24903.7",-0.00555123095268369,-0.0342432773947522,0.0105601804488986,-0.525675766578654,0.59963350114752,0.0566803809283539,0.0398353877306459,224,-0.0263612382965021,0.0152587763911348,-664.062037660826,"KLHL14__seq.24903.7__ANML",NA,0.999033312328986,"Q9P2G3","KLHL14","KLHL14","KLHL14__seq.24903.7","KLHL14"
"seq.24904.121",0.00423347579563902,0.0183187869212236,0.0146094191333175,0.289777146990352,0.772262157768117,0.133392702214863,0.117491650879356,218,-0.0245603102027343,0.0330272617940124,-502.218322450182,"STXBP4__seq.24904.121__ANML",NA,0.999033312328986,"Q6ZWJ1","STXBP4","STXBP4","STXBP4__seq.24904.121","STXBP4"
"seq.24905.22",-0.0064012340486134,-0.0408948713905387,0.00953939738463058,-0.671031281171572,0.502891943473575,0.175375493481895,0.1606500558655,224,-0.0251996750970776,0.0123972069998508,-710.907108113528,"EOLA1__seq.24905.22__ANML",NA,0.999033312328986,"Q8TE69","EOLA1","EOLA1","EOLA1__seq.24905.22","EOLA1"
"seq.24907.3",0.0229790061360731,0.0389736840553662,0.0305019663527111,0.75336146759701,0.452013374496499,0.397432790503598,0.386814866107186,227,-0.0371241886378653,0.0830822009100114,-174.559887642681,"PMPCA__seq.24907.3__ANML",NA,0.999033312328986,"Q10713","PMPCA","PMPCA","PMPCA__seq.24907.3","PMPCA"
"seq.24908.19",-0.0674970766174747,-0.0607588103327552,0.0484807588971623,-1.39224463793254,0.165216737629104,0.57284943821838,0.565289251284192,226,-0.163029199481939,0.0280350462469897,40.2585890068273,"AMPH__seq.24908.19__ANML",NA,0.999033312328986,"P49418","AMPH","AMPH","AMPH__seq.24908.19","AMPH"
"seq.24909.40",-0.0695703537895892,-0.0692709354352264,0.0514162181822554,-1.35308189223452,0.177381424900886,0.412246254493173,0.40184353333376,226,-0.170886846855065,0.0317461392758863,67.3903114581244,"PLCD1__seq.24909.40__ANML",NA,0.999033312328986,"P51178","PLCD1","PLCD1","PLCD1__seq.24909.40","PLCD1"
"seq.24910.18",0.00779137578659125,0.0185216347469272,0.0280399802266439,0.277866664798422,0.781373319428927,0.0216340173792377,0.00400580147616081,222,-0.0474672206106935,0.063049972183876,-209.708130735549,"NONO__seq.24910.18__ANML",NA,0.999033312328986,"Q15233","NONO","NONO","NONO__seq.24910.18","NONO"
"seq.24911.57",-0.00370714660218509,-0.00672965967165755,0.0338892797104221,-0.109389949679132,0.912989844861732,0.147880037123071,0.132864707380746,227,-0.07048493907729,0.0630706458729198,-125.69717074194,"MVP__seq.24911.57__ANML",NA,0.999033312328986,"Q14764","MVP","MVP","MVP__seq.24911.57","MVP"
"seq.24912.40",0.00162903844080044,0.012380185950709,0.00869067837478235,0.187446637713277,0.851479384070388,0.0265552893855099,0.00924960564125243,225,-0.0154964942013541,0.018754571082955,-750.895127817558,"WDR26__seq.24912.40__ANML",NA,0.999033312328986,"Q9H7D7","WDR26","WDR26","WDR26__seq.24912.40","WDR26"
"seq.24914.10",-0.00218513995510985,-0.00885529914091149,0.016477902970914,-0.132610318131315,0.8946222329122,0.0264790090971757,0.00885871966907037,221,-0.0346590705595558,0.0302887906493361,-461.494206777904,"EZH2__seq.24914.10__ANML",NA,0.999033312328986,"Q15910","EZH2","EZH2","EZH2__seq.24914.10","EZH2"
"seq.24915.123",-0.0143873791103566,-0.0284521396232549,0.0279991585134483,-0.513850411020254,0.607867651360301,0.323644990875533,0.311458414134552,222,-0.0695655278555571,0.0407907696348438,-209.950026239158,"CAPN13__seq.24915.123__ANML",NA,0.999033312328986,"Q6MZZ7","CAPN13","CAPN13","CAPN13__seq.24915.123","CAPN13"
"seq.24917.95",0.00593587247736905,0.0368077640825743,0.0106585662056723,0.556910973092241,0.578141785268893,0.0256021033580432,0.00827947408440854,225,-0.0150675078805398,0.0269392528352779,-662.795933561345,"DNAJC1__seq.24917.95__ANML",NA,0.999033312328986,"Q96KC8","DNAJC1","DNAJC1","DNAJC1__seq.24917.95","DNAJC1"
"seq.24920.6",0.00815123790502958,0.0497983889423255,0.0106200173752043,0.767535270145714,0.443560945181087,0.0522292884860579,0.0355284829968255,227,-0.0127751825566394,0.0290776583666985,-664.103319744854,"GLS__seq.24920.6__ANML",NA,0.999033312328986,"O94925","GLS","GLS","GLS__seq.24920.6","GLS"
"seq.24921.73",-0.0137293526160342,-0.0635401309506376,0.0139589074606316,-0.983554956199487,0.326405076825902,0.0800094388688592,0.0634330323619917,222,-0.041238274779294,0.0137795695472255,-537.555790763616,"HIRIP3__seq.24921.73__ANML",NA,0.999033312328986,"Q9BW71","HIRIP3","HIRIP3","HIRIP3__seq.24921.73","HIRIP3"
"seq.24922.19",0.00695701674032704,0.0294145153022833,0.0116135834390182,0.599041353330578,0.549750657262628,0.464254376273854,0.454687490135887,224,-0.0159288380822791,0.0298428715629332,-614.951094406604,"NHLRC2__seq.24922.19__ANML",NA,0.999033312328986,"Q8NBF2","NHLRC2","NHLRC2","NHLRC2__seq.24922.19","NHLRC2"
"seq.24923.27",-0.0158355368256314,-0.0770637988358053,0.0119433799184566,-1.32588404067764,0.186240737278253,0.255155060436108,0.241734430894416,222,-0.0393724439560547,0.00770137030479204,-596.883366901172,"SCRN3__seq.24923.27__ANML",NA,0.999033312328986,"Q0VDG4","SCRN3","SCRN3","SCRN3__seq.24923.27","SCRN3"
"seq.24926.9",0.0103920309730817,0.023295207256538,0.0275422680189188,0.37731209956796,0.706308738984251,0.175411601517314,0.160281539159833,218,-0.0438911793318377,0.0646752412780011,-214.489198439329,"KHSRP__seq.24926.9__ANML",NA,0.999033312328986,"Q92945","KHSRP","KHSRP","KHSRP__seq.24926.9","KHSRP"
"seq.24928.20",0.00787652750265924,0.0448378710569556,0.011245725346214,0.700401909185072,0.484409723155156,0.0982773666642336,0.082030112009535,222,-0.0142855066028667,0.0300385616081851,-630.282317931113,"MZT2A__seq.24928.20__ANML",NA,0.999033312328986,"Q6P582","MZT2A","MZT2A","MZT2A__seq.24928.20","MZT2A"
"seq.24929.26",-0.00967216217421566,-0.045934845910869,0.0132685095037007,-0.728956192970882,0.466796776402518,0.126130044838008,0.110384640240494,222,-0.0358205119780376,0.0164761876296063,-549.539025275318,"SOX6__seq.24929.26__ANML",NA,0.999033312328986,"P35712","SOX6","SOX6","SOX6__seq.24929.26","SOX6"
"seq.24931.9",0.0158123543311474,0.115737795848977,0.00908972879737522,1.73958483070621,0.0833179171472115,0.0322246197049548,0.0147872254654045,222,-0.00210084143129671,0.0337255500935914,-734.174915808098,"EPS8L3__seq.24931.9__ANML",NA,0.999033312328986,"Q8TE67","EPS8L3","EPS8L3","EPS8L3__seq.24931.9","EPS8L3"
"seq.24934.96",0.0276702123259175,0.040620102466474,0.0385219509268991,0.71829727363564,0.473350237865736,0.313864114634611,0.301157894535252,216,-0.0482568407871901,0.103597265439025,-69.7681485614643,"OGFR__seq.24934.96__ANML",NA,0.999033312328986,"Q9NZT2","OGFR","OGFR","OGFR__seq.24934.96","OGFR"
"seq.24935.62",-0.00744913015812694,-0.0561017026805388,0.00885404826604851,-0.841324774192972,0.401059276894081,0.00713696868395824,-0.0105139296505492,225,-0.0248965935270867,0.00999833321083279,-742.194544558435,"FOXP1__seq.24935.62__ANML",NA,0.999033312328986,"Q9H334","FOXP1","FOXP1","FOXP1__seq.24935.62","FOXP1"
"seq.24937.7",0.0263140755712832,0.0953428394726403,0.0180039985453728,1.46156841242614,0.145248528985759,0.0457122881480055,0.028822240150625,226,-0.00916309599561799,0.0617912471381843,-417.413905466904,"ARHGAP26__seq.24937.7__ANML",NA,0.999033312328986,"Q9UNA1","ARHGAP26","ARHGAP26","ARHGAP26__seq.24937.7","ARHGAP26"
"seq.24938.7",-0.048829809602599,-0.0565386668114395,0.0433304839739759,-1.12691585978883,0.260973150272377,0.435794919788594,0.425808989165384,226,-0.134213232076641,0.0365536128714429,-11.7697070118487,"AP2B1__seq.24938.7__ANML",NA,0.999033312328986,"P63010","AP2B1","AP2B1","AP2B1__seq.24938.7","AP2B1"
"seq.24940.3",-0.0173315851097829,-0.0274594849329629,0.0287694401854911,-0.602430391347117,0.547502524754606,0.541864972928695,0.533610287756239,222,-0.0740277336425579,0.0393645634229921,-203.33463393915,"IKBKB__seq.24940.3__ANML",NA,0.999033312328986,"O14920","IKBKB","IKBKB","IKBKB__seq.24940.3","IKBKB"
"seq.24941.14",-0.0110025209324465,-0.0650060684426751,0.011137629904844,-0.987869145091749,0.324297052931465,0.0514752512678845,0.0343073825125521,221,-0.0329520749058089,0.0109470330409158,-626.426686042184,"CLUH__seq.24941.14__ANML",NA,0.999033312328986,"O75153","CLUH","CLUH","CLUH__seq.24941.14","CLUH"
"seq.24942.22",-0.0226012425051755,-0.0796154546861166,0.0122992312627834,-1.83761423964482,0.0674379049700824,0.581288648981199,0.573844891629754,225,-0.0468376573603599,0.00163517235000887,-591.240907587691,"UNC13D__seq.24942.22__ANML",NA,0.999033312328986,"Q70J99","UNC13D","UNC13D","UNC13D__seq.24942.22","UNC13D"
"seq.24944.12",-0.00301294537937998,-0.0152847234866664,0.0131259610212423,-0.229540936050625,0.818659851753949,0.0241257242605271,0.00654240397693306,222,-0.0288803738346294,0.0228544830758695,-565.846771211173,"REPS2__seq.24944.12__ANML",NA,0.999033312328986,"Q8NFH8","REPS2","REPS2","REPS2__seq.24944.12","REPS2"
"seq.24945.16",-0.000661624221407628,-0.00242943421817809,0.0153568196425031,-0.0430834141970679,0.965674295912818,0.30827016327106,0.295635828353637,219,-0.0309276946363348,0.0296044461935195,-482.284157775091,"SNX27__seq.24945.16__ANML",NA,0.999033312328986,"Q96L92","SNX27","SNX27","SNX27__seq.24945.16","SNX27"
"seq.24946.9",-0.0189496527933936,-0.108936390406711,0.0115077630036971,-1.64668431104339,0.101037770508733,0.0364245864793283,0.0190628673167936,222,-0.0416280864483739,0.00372878086158666,-619.677174152606,"ARHGAP22__seq.24946.9__ANML",NA,0.999033312328986,"Q7Z5H3","ARHGAP22","ARHGAP22","ARHGAP22__seq.24946.9","ARHGAP22"
"seq.24947.40",0.00215622769926159,0.0145683977446986,0.00991518926434498,0.217467124608037,0.828043169354132,0.0123907508675347,-0.00532421324246468,223,-0.0173832288729029,0.0216956842714261,-697.175886854739,"NUMBL__seq.24947.40__ANML",NA,0.999033312328986,"Q9Y6R0","NUMBL","NUMBL","NUMBL__seq.24947.40","NUMBL"
"seq.24948.79",0.0183919704153771,0.0432606432998987,0.024242841102848,0.758655734175334,0.448856037524356,0.277237448107242,0.2643309739663,224,-0.029381237990158,0.0661651788209122,-277.808571383148,"PSPC1__seq.24948.79__ANML",NA,0.999033312328986,"Q8WXF1","PSPC1","PSPC1","PSPC1__seq.24948.79","PSPC1"
"seq.24950.21",-0.00489730932574603,-0.0443719797660865,0.00730547230738897,-0.670361767136226,0.503327101095782,0.0398239985122146,0.0224452473540647,221,-0.0192946146844201,0.00949999603292798,-816.927366435876,"SARG__seq.24950.21__ANML",NA,0.999033312328986,"Q9BW04","SARG","SARG","SARG__seq.24950.21","SARG"
"seq.24951.3",0.0115609643354552,0.039696187597721,0.0184636672279601,0.626146701666506,0.531864884621525,0.117023295569913,0.101041816756698,221,-0.0248264236302782,0.0479483523011886,-408.653139474054,"VAC14__seq.24951.3__ANML",NA,0.999033312328986,"Q08AM6","VAC14","VAC14","VAC14__seq.24951.3","VAC14"
"seq.24952.28",-0.0141703823360814,-0.115284302626912,0.00805216719107993,-1.75982216958674,0.0798090681632989,0.0503719124957629,0.0333382248275254,223,-0.0300384577653312,0.00169769309316839,-779.336664293713,"FUBP3__seq.24952.28__ANML",NA,0.999033312328986,"Q96I24","FUBP3","FUBP3","FUBP3__seq.24952.28","FUBP3"
"seq.24953.27",0.0206014943557374,0.134953522408444,0.0101179683307647,2.03612955509026,0.0429301957199117,0.034986898957258,0.0175205984858963,221,0.000661444823268843,0.0405415438882059,-674.755790375262,"KIF3B__seq.24953.27__ANML",NA,0.999033312328986,"O15066","KIF3B","KIF3B","KIF3B__seq.24953.27","KIF3B"
"seq.24954.83",0.0218127933440549,0.0547315410600662,0.0257249747483403,0.847922828202669,0.397398344362417,0.0867081631869934,0.0701779941949028,221,-0.02888486194942,0.0725104486375299,-247.882793905738,"AP1B1__seq.24954.83__ANML",NA,0.999033312328986,"Q10567","AP1B1","AP1B1","AP1B1__seq.24954.83","AP1B1"
"seq.24955.116",0.00420508874628761,0.0146569746646002,0.0129900332251748,0.323716550481034,0.746450685725179,0.53843991191145,0.530306694500198,227,-0.0213913756922491,0.0298015531848243,-570.634353993218,"ZHX2__seq.24955.116__ANML",NA,0.999033312328986,"Q9Y6X8","ZHX2","ZHX2","ZHX2__seq.24955.116","ZHX2"
"seq.24956.1",-0.00360476568958075,-0.0270649112642883,0.00887321145866813,-0.406252652308799,0.684951857678923,0.0326446707090514,0.0150563919946707,220,-0.0210921404547377,0.0138826090755762,-731.731393079674,"METTL3__seq.24956.1__ANML",NA,0.999033312328986,"Q86U44","METTL3","METTL3","METTL3__seq.24956.1","METTL3"
"seq.24957.6",0.00293568975669134,0.0145848268765965,0.0108766905041119,0.269906526767633,0.787484026317163,0.359528735868228,0.347936495793444,221,-0.0184996162564605,0.0243709957698431,-636.838463470843,"ESPN__seq.24957.6__ANML",NA,0.999033312328986,"B1AK53",NA,"ESPN","ESPN__seq.24957.6","ESPN"
"seq.24958.3",-0.00381667005477858,-0.0116845781353696,0.0194339709861127,-0.19639167195968,0.844479321701543,0.20301651830686,0.188972756514911,227,-0.042110717392667,0.0344773772831098,-383.716488181722,"RFX5__seq.24958.3__ANML",NA,0.999033312328986,"P48382","RFX5","RFX5","RFX5__seq.24958.3","RFX5"
"seq.24959.20",0.00312566303303367,0.011601291371221,0.0160111074197353,0.195218416259013,0.845400513668507,0.221567334727912,0.207541520939226,222,-0.0284275447663079,0.0346788708323752,-463.879397479405,"CYB5R4__seq.24959.20__ANML",NA,0.999033312328986,"Q7L1T6","CYB5R4","CYB5R4","CYB5R4__seq.24959.20","CYB5R4"
"seq.24960.48",0.0022902587258929,0.0166189507723724,0.00918047011418716,0.249470745768631,0.803223259346226,0.00455475357531196,-0.0130637463614083,226,-0.0158000067495802,0.020380524201366,-734.247036316337,"HIP1R__seq.24960.48__ANML",NA,0.999033312328986,"O75146","HIP1R","HIP1R","HIP1R__seq.24960.48","HIP1R"
"seq.24962.7",-0.00177434366106487,-0.0130964526642937,0.00860870893203365,-0.206110309347596,0.83689363940637,0.109201907493929,0.0931514914127387,222,-0.0187395900175843,0.0151909026954546,-750.973415942667,"SH3KBP1__seq.24962.7__ANML",NA,0.999033312328986,"Q96B97","SH3KBP1","SH3KBP1","SH3KBP1__seq.24962.7","SH3KBP1"
"seq.24963.1",0.00213932685215554,0.0198015364631402,0.00709441406704469,0.301550886646615,0.763275465177899,0.0463931899189493,0.029288135029603,223,-0.0118413438009457,0.0161199975052568,-848.700932390404,"ARMC3__seq.24963.1__ANML",NA,0.999033312328986,"Q5W041","ARMC3","ARMC3","ARMC3__seq.24963.1","ARMC3"
"seq.24967.4",-0.00840767355592325,-0.0122774519486646,0.039799474288528,-0.211250869671581,0.832884444371794,0.25186754262051,0.238448126344644,223,-0.0868388641991655,0.070023517087319,-50.4742658492171,"PCDH1__seq.24967.4__ANML",NA,0.999033312328986,"Q08174","PCDH1","PCDH1","PCDH1__seq.24967.4","PCDH1"
"seq.24968.10",-0.00190383895200795,-0.0117853512059185,0.0104730644218574,-0.181784325515521,0.855918609027238,0.0790812291552461,0.0624130161082822,221,-0.0225436963326236,0.0187360184286077,-665.537217571302,"TIAM2__seq.24968.10__ANML",NA,0.999033312328986,"Q8IVF5","TIAM2","TIAM2","TIAM2__seq.24968.10","TIAM2"
"seq.24970.117",-0.0020830718030106,-0.0177769865626414,0.00753089043972948,-0.276603652606773,0.782337260107829,0.0745343815490899,0.0581544590986314,226,-0.0169228137363649,0.0127566701303437,-820.287131426882,"SRRT__seq.24970.117__ANML",NA,0.999033312328986,"Q9BXP5","SRRT","SRRT","SRRT__seq.24970.117","SRRT"
"seq.24971.2",0.0109405843335756,0.0368148440803534,0.0191928885351932,0.570033234628251,0.569223896498135,0.0686889746057182,0.0521323341542644,225,-0.0268802191678444,0.0487613878349957,-386.316806758413,"INPP5F__seq.24971.2__ANML",NA,0.999033312328986,"Q9Y2H2","INPP5F","INPP5F","INPP5F__seq.24971.2","INPP5F"
"seq.24973.11",-0.00403439912911231,-0.02181045831286,0.00964865612119155,-0.418130678349234,0.676259420532728,0.406789023275119,0.396003369152848,220,-0.0230500245717554,0.0149812263135308,-688.415861827098,"MICALL1__seq.24973.11__ANML",NA,0.999033312328986,"Q8N3F8","MICALL1","MICALL1","MICALL1__seq.24973.11","MICALL1"
