"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","log","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.13939.14",0.0588848123244178,0.100951456017045,0.0334474096035318,1.76051936524854,0.0797754502457522,0.31526951243077,0.30222702695326,210,-0.00705089549678957,0.124820520145625,-129.841485511944,"UGP2__seq.13939.14__ANML",NA,0.999033312328986,"Q16851","UGP2","UGP2","UGP2__seq.13939.14","UGP2"
"seq.13940.19",0.0573965026787283,0.132328502216338,0.0292620155439443,1.96146784873834,0.051139762368258,0.0476589533705164,0.02960509466664,211,-0.000286849607266694,0.115079854964723,-182.778610554359,"IFI16__seq.13940.19__ANML",NA,0.999033312328986,"Q16666","IFI16","IFI16","IFI16__seq.13940.19","IFI16_2"
"seq.13941.82",-0.00744438927037978,-0.0323987510676078,0.013561457877679,-0.548937240931345,0.583592848409031,0.222369444931672,0.208544901730457,225,-0.0341681016831306,0.019279323142371,-546.12457534946,"FARS2__seq.13941.82__ANML",NA,0.999033312328986,"O95363","FARS2","FARS2","FARS2__seq.13941.82","FARS2"
"seq.13942.140",-0.0117580246417303,-0.089777457692721,0.00851219152292584,-1.38131579982223,0.168558210123053,0.0611015285181154,0.0443354843845104,224,-0.0285322425598106,0.00501619327634993,-757.176812025901,"SPSB1__seq.13942.140__ANML",NA,0.999033312328986,"Q96BD6","SPSB1","SPSB1","SPSB1__seq.13942.140","SPSB1"
"seq.13943.38",-0.0327375442525522,-0.0570455595108696,0.031312328193113,-1.04551613187782,0.296901439883827,0.332660366366507,0.320849045417241,226,-0.0944389955533072,0.0289639070482028,-161.828798548248,"DPY30__seq.13943.38__ANML",NA,0.999033312328986,"Q9C005","DPY30","DPY30","DPY30__seq.13943.38","DPY30"
"seq.13944.3",-0.00762342314642442,-0.054000018637083,0.00947962513013069,-0.804190360037931,0.422147361577929,0.00518217301226855,-0.0127424725190419,222,-0.026304990495238,0.0110581442023892,-713.038212550272,"SULT1A3__seq.13944.3__ANML",NA,0.999033312328986,"P0DMM9","SULT1A3","SULT1A3","SULT1A3__seq.13944.3","SULT1A3"
"seq.13946.8",-0.00876464933341748,-0.0450043219033187,0.0108529764124635,-0.807580243457656,0.42019283271436,0.312191302464111,0.299853926723557,223,-0.0301521645523784,0.0126228658855435,-643.022129874473,"DDX23__seq.13946.8__ANML",NA,0.999033312328986,"Q9BUQ8","DDX23","DDX23","DDX23__seq.13946.8","DDX23"
"seq.13947.371",0.000142318103091856,0.000702417650914051,0.0119331656986861,0.0119262655598192,0.990495010354573,0.225685892443493,0.211920308309155,225,-0.0233727413530355,0.0236573775592192,-604.977517321105,"NUDT12__seq.13947.371__ANML",NA,0.999033312328986,"Q9BQG2","NUDT12","NUDT12","NUDT12__seq.13947.371","NUDT12"
"seq.13948.50",-0.0166505984643681,-0.0355867869437349,0.0243786674777823,-0.682998711046977,0.495326262693071,0.407231155949883,0.396453540603517,220,-0.0646962126644734,0.0313950157357371,-276.523818085426,"GABBR2__seq.13948.50__ANML",NA,0.999033312328986,"O75899","GABBR2","GABBR2","GABBR2__seq.13948.50","GABBR2_1"
"seq.13950.9",-0.0417482711319832,-0.0784173260119579,0.0287684636243727,-1.45118181064817,0.148122025999119,0.348967861026967,0.337393956334113,225,-0.0984383523451393,0.0149418100811728,-206.164256518015,"CERT1__seq.13950.9__ANML",NA,0.999033312328986,"Q9Y5P4","CERT1","CERT1","CERT1__seq.13950.9","CERT1_2"
"seq.13954.9",-0.02065307205112,-0.0381176418407664,0.0322327418795105,-0.64074822205084,0.522341235345495,0.213910421273961,0.199873107368139,224,-0.0841712665052666,0.0428651224030266,-147.502544511987,"GNPNAT1__seq.13954.9__ANML",NA,0.999033312328986,"Q96EK6","GNPNAT1","GNPNAT1","GNPNAT1__seq.13954.9","GNPNAT1"
"seq.13955.33",-0.0201980396119159,-0.0846874778091887,0.00973588776285391,-2.07459659600628,0.0391715549746948,0.631301806895035,0.62468838639091,223,-0.0393841540734757,-0.00101192515035612,-692.779185569216,"DAPK1__seq.13955.33__ANML",NA,0.994666834397073,"P53355","DAPK1","DAPK1","DAPK1__seq.13955.33","DAPK1"
"seq.13958.5",-0.000465556001677418,-0.00150991421036751,0.0182532384513251,-0.0255053919839424,0.979674254862987,0.210940194536621,0.197036056995416,227,-0.0364330058771712,0.0355018938738164,-412.800055879778,"RBM46__seq.13958.5__ANML",NA,0.999033312328986,"Q8TBY0","RBM46","RBM46","RBM46__seq.13958.5","RBM46"
"seq.13959.7",0.0902114714959837,0.0624422293981374,0.0848389751333838,1.06332580460989,0.288769063468093,0.226666302761328,0.212978980686307,226,-0.0769651070169417,0.257388050008909,298.761289085908,"LAP3__seq.13959.7__ANML",NA,0.999033312328986,"P28838","LAP3","LAP3","LAP3__seq.13959.7","LAP3_1"
"seq.13960.15",0.000809244752558458,0.00237287724755213,0.0200454624557057,0.0403704705913689,0.967833571174185,0.228560183471291,0.214845697844114,225,-0.038691609704142,0.0403100992092589,-366.307961031049,"AGAP3__seq.13960.15__ANML",NA,0.999033312328986,"Q96P47","AGAP3","AGAP3","AGAP3__seq.13960.15","AGAP3"
"seq.13961.18",0.043337621918663,0.0940746644987044,0.027272291914996,1.58907150355168,0.11350013341853,0.247334391965628,0.233460371541032,217,-0.0104148736610206,0.0970901174983465,-224.095366542366,"KIF3A__seq.13961.18__ANML",NA,0.999033312328986,"Q9Y496","KIF3A","KIF3A","KIF3A__seq.13961.18","KIF3A"
"seq.13963.7",-0.024129688478453,-0.0369388446882967,0.0306493440822641,-0.787282377518028,0.431948793970397,0.510392649246506,0.501649660840194,224,-0.0845276218775603,0.0362682449206544,-170.28396579499,"TOLLIP__seq.13963.7__ANML",NA,0.999033312328986,"Q9H0E2","TOLLIP","TOLLIP","TOLLIP__seq.13963.7","TOLLIP"
"seq.13966.30",-0.0102905299714563,-0.0467357479822923,0.0143143725519432,-0.718894938224819,0.472954909173657,0.0609619418556792,0.0441934051031021,224,-0.0384985894236184,0.0179175294807058,-524.870941680872,"MYOM3__seq.13966.30__ANML",NA,0.999033312328986,"Q5VTT5","MYOM3","MYOM3","MYOM3__seq.13966.30","MYOM3"
"seq.13967.14",-0.0570558971564716,-0.0619962354155914,0.0409049065281888,-1.39484237953588,0.164432753610761,0.557125455493745,0.54928696798036,226,-0.137659679875704,0.0235478855627608,-38.345825240009,"TXNRD1__seq.13967.14__ANML",NA,0.999033312328986,"Q16881","TXNRD1","TXNRD1","TXNRD1__seq.13967.14","TXNRD1"
"seq.13969.24",-0.00302418532032179,-0.0166124891026514,0.0107005406981758,-0.282619860586796,0.777738892452065,0.259850187124686,0.246143709108476,216,-0.0241150309909142,0.0180666603502707,-641.91560474388,"KPNA6__seq.13969.24__ANML",NA,0.999033312328986,"O60684","KPNA6","KPNA6","KPNA6__seq.13969.24","KPNA6"
"seq.13972.4",7.29338605445309e-05,0.000652026486808585,0.00742074463750376,0.00982837492829626,0.992167044039587,0.0296805650571194,0.0121973319950855,222,-0.0145511824753683,0.0146970501964573,-812.955807164304,"HSD17B14__seq.13972.4__ANML",NA,0.999033312328986,"Q9BPX1","HSD17B14","HSD17B14","HSD17B14__seq.13972.4","HSD17B14"
"seq.13973.62",0.00679268439856322,0.0261357190707867,0.0170449553391074,0.398515822624556,0.690636496462787,0.0601394499709186,0.0430510763340263,220,-0.0267996089057006,0.040384977702827,-431.84107127141,"TTL__seq.13973.62__ANML",NA,0.999033312328986,"Q8NG68","TTL","TTL","TTL__seq.13973.62","TTL"
"seq.13975.56",-0.00414513289515126,-0.0233553510116378,0.0116909421026424,-0.354559355333251,0.723254790397348,0.0398028846697602,0.0225796180270653,223,-0.0271839927103363,0.0188937269200337,-609.298801215045,"PPFIA1__seq.13975.56__ANML",NA,0.999033312328986,"Q13136","PPFIA1","PPFIA1","PPFIA1__seq.13975.56","PPFIA1"
"seq.13976.9",0.00944727737812369,0.0366219607479617,0.012251782833137,0.771094093552815,0.4414637630088,0.49838993353869,0.48943261092331,224,-0.0146962201659018,0.0335907749221491,-590.265891000011,"ARHGEF1__seq.13976.9__ANML",NA,0.999033312328986,"Q92888","ARHGEF1","ARHGEF1","ARHGEF1__seq.13976.9","ARHGEF1"
"seq.13977.28",-0.0052828745430954,-0.0369566822188492,0.00949994963317567,-0.5560950054563,0.578708488649491,0.0320123594754034,0.0144922211853655,221,-0.0240049598520105,0.0134392107658197,-698.188096550715,"BARD1__seq.13977.28__ANML",NA,0.999033312328986,"Q99728","BARD1","BARD1","BARD1__seq.13977.28","BARD1"
"seq.13978.122",-0.0127483048944616,-0.0761562512708621,0.0112493601767134,-1.13324710865343,0.258343963467624,0.015905100311499,-0.00198753422829179,220,-0.0349186068414804,0.0094219970525573,-625.004577760843,"TBX3__seq.13978.122__ANML",NA,0.999033312328986,"O15119","TBX3","TBX3","TBX3__seq.13978.122","TBX3"
"seq.13979.3",-0.00552657074309536,-0.0431980466922357,0.00827210362767387,-0.668097377867284,0.504756186606319,0.0654824677787964,0.0488688227615307,225,-0.0218272753124969,0.0107741338263062,-778.912661271567,"SLC26A7__seq.13979.3__ANML",NA,0.999033312328986,"Q8TE54","SLC26A7","SLC26A7","SLC26A7__seq.13979.3","SLC26A7"
"seq.13982.33",0.0148295544727503,0.0370097723714271,0.024670048078949,0.601115750779763,0.54837616459786,0.1650444195353,0.150000174842243,222,-0.0337878917193441,0.0634470006648447,-267.770411393263,"RGS18__seq.13982.33__ANML",NA,0.999033312328986,"Q9NS28","RGS18","RGS18","RGS18__seq.13982.33","RGS18"
"seq.13983.27",-0.00835647308317659,-0.0328760157213342,0.0170063576075479,-0.491373477849704,0.623643428480666,0.00529853199927153,-0.0124639942150271,224,-0.0418693877930371,0.0251564416266839,-440.259733335055,"CRYZ__seq.13983.27__ANML",NA,0.999033312328986,"Q08257","CRYZ","CRYZ","CRYZ__seq.13983.27","CRYZ"
"seq.13984.23",-0.0218086341146879,-0.179977562689418,0.0077650231846095,-2.80857295544374,0.00542799589717245,0.111438607716735,0.0951347289592441,218,-0.0371127618017468,-0.00650450642762896,-779.10653862382,"DDX25__seq.13984.23__ANML",NA,0.321815756751004,"Q9UHL0","DDX25","DDX25","DDX25__seq.13984.23","DDX25"
"seq.13985.12",0.011712369681363,0.0801941712141657,0.00953944204643613,1.2277835144183,0.220811148766903,0.0478273134819101,0.030899799054922,225,-0.00708570557916286,0.0305104449418889,-707.997948017868,"SMURF2__seq.13985.12__ANML",NA,0.999033312328986,"Q9HAU4","SMURF2","SMURF2","SMURF2__seq.13985.12","SMURF2"
"seq.13986.6",-0.00268925657158878,-0.00248496661791956,0.0693642961850629,-0.0387700404890419,0.969110215599805,0.13788091682598,0.121614519030244,212,-0.139421337274986,0.134042824131808,174.200011569904,"LANCL1__seq.13986.6__ANML",NA,0.999033312328986,"O43813","LANCL1","LANCL1","LANCL1__seq.13986.6","LANCL1"
"seq.13988.67",-0.0231696851412273,-0.0481345570673157,0.0378130504052698,-0.612743084540948,0.540932764348908,0.0415890112772977,0.0171708969149358,157,-0.097857612524585,0.0515182422421303,-119.126127176088,"NMRAL1__seq.13988.67__ANML",NA,0.999033312328986,"Q9HBL8","NMRAL1","NMRAL1","NMRAL1__seq.13988.67","NMRAL1"
"seq.13990.1",0.00239644319896578,0.0154729258958601,0.0112108223382696,0.213761589173098,0.830959807971689,0.00462124755848744,-0.0161158097840439,192,-0.0197157434457996,0.0245086298437311,-568.004137809301,"PC__seq.13990.1__ANML",NA,0.999033312328986,"P11498","PC","PC","PC__seq.13990.1","PC"
"seq.13991.47",0.00335979865039462,0.0265108869585344,0.00801608756135741,0.419131979868954,0.675534271009907,0.136276523420785,0.120355353345593,217,-0.012439559634242,0.0191591569350312,-766.570559771335,"EIF4G3__seq.13991.47__ANML",NA,0.999033312328986,"O43432","EIF4G3","EIF4G3","EIF4G3__seq.13991.47","EIF4G3"
"seq.13992.12",0.0107185123478819,0.011067270143693,0.0588120827329403,0.18225017462064,0.855551964449726,0.185250207889386,0.170635861842559,223,-0.105180045495204,0.126617070190968,127.023899458421,"NSF__seq.13992.12__ANML",NA,0.999033312328986,"P46459","NSF","NSF","NSF__seq.13992.12","NSF"
"seq.13993.20",-0.00258062164756864,-0.00699758641632869,0.0263816069734251,-0.0978189710038578,0.922182517127158,0.0713540849877983,0.0511661303136198,184,-0.0546299636188208,0.0494687203236835,-245.582038919051,"EPB41L1__seq.13993.20__ANML",NA,0.999033312328986,"Q9H4G0","EPB41L1","EPB41L1","EPB41L1__seq.13993.20","EPB41L1"
"seq.13994.1",0.0156862225733178,0.10471194996119,0.00948156651491618,1.65439144983485,0.0994870622032567,0.131123108865375,0.115180413615199,218,-0.00300104997793823,0.0343734951245737,-700.679434136778,"FBL__seq.13994.1__ANML",NA,0.999033312328986,"P22087","FBL","FBL","FBL__seq.13994.1","FBL"
"seq.13996.16",0.000213952273620902,0.00178632164070111,0.00794015662758791,0.0269455986393932,0.978527550367999,0.0433323269419484,0.0259383692499839,220,-0.0154345528124414,0.0158624573596832,-782.011892052176,"PPCDC__seq.13996.16__ANML",NA,0.999033312328986,"Q96CD2","PPCDC","PPCDC","PPCDC__seq.13996.16","PPCDC"
"seq.13998.26",0.00316955087739351,0.0120089727774654,0.0194455501429213,0.16299620499795,0.870704272335271,0.02685714717691,0.00523175044750812,180,-0.035201008036202,0.041540109790989,-346.114764073949,"ADSS1__seq.13998.26__ANML",NA,0.999033312328986,"Q8N142","ADSS1","ADSS1","ADSS1__seq.13998.26","ADSS1"
"seq.14002.18",-0.00735740139484257,-0.0504047008830622,0.0096969563751459,-0.758733061200544,0.448813437151109,0.028195945595275,0.0107644827359973,223,-0.0264667953683578,0.0117519925786727,-707.184960177582,"DOCK9__seq.14002.18__ANML",NA,0.999033312328986,"Q9BZ29","DOCK9","DOCK9","DOCK9__seq.14002.18","DOCK9"
"seq.14005.2",-0.00372775660751076,-0.0315403281948053,0.0078247664092536,-0.476404842335267,0.634258788466017,0.041699236826574,0.0242755865870572,220,-0.0191488500059733,0.0116933367909518,-799.348365597017,"CHD7__seq.14005.2__ANML",NA,0.999033312328986,"Q9P2D1","CHD7","CHD7","CHD7__seq.14005.2","CHD7"
"seq.14006.36",0.00562916264477617,0.0434465694119038,0.00813804272098946,0.691709645398832,0.489839213054173,0.126547810570875,0.110880506724612,223,-0.0104081441670064,0.0216664694565587,-780.01530644666,"GNMT__seq.14006.36__ANML",NA,0.999033312328986,"Q14749","GNMT","GNMT","GNMT__seq.14006.36","GNMT"
"seq.14007.22",-0.000535679247420669,-0.00475649540046487,0.00762875186307494,-0.0702184652267287,0.944084148285715,0.00436663697414198,-0.0139018650997269,218,-0.0155712290236006,0.0144998705287593,-803.471262282551,"PAPSS1__seq.14007.22__ANML",NA,0.999033312328986,"O43252","PAPSS1","PAPSS1","PAPSS1__seq.14007.22","PAPSS1"
"seq.14008.22",0.00155908032952046,0.00521829007681741,0.01908356774907,0.0816975289956692,0.9349605220891,0.0972328889862265,0.081039756950105,223,-0.0360481234599016,0.0391662841189426,-385.867637056756,"DCP1A__seq.14008.22__ANML",NA,0.999033312328986,"Q9NPI6","DCP1A","DCP1A","DCP1A__seq.14008.22","DCP1A"
"seq.14009.65",-0.00692294556706217,-0.0382456027861478,0.0104099224695346,-0.665033345572235,0.506707231223838,0.258457408399281,0.24533276076033,226,-0.0274358668783524,0.0135899757442281,-670.556788016359,"TNFAIP3__seq.14009.65__ANML",NA,0.999033312328986,"P21580","TNFAIP3","TNFAIP3","TNFAIP3__seq.14009.65","TNFAIP3"
"seq.14011.17",0.0200282872394941,0.0818166216327138,0.0157498412503768,1.27165010244246,0.204816194802751,0.0808063064917535,0.0643921333933921,224,-0.0110085225641205,0.0510650970431087,-475.571878620624,"S100A11__seq.14011.17__ANML",NA,0.999033312328986,"P31949","S100A11","S100A11","S100A11__seq.14011.17","S100A11"
"seq.14012.17",-0.00142584006252851,-0.016503152450473,0.00569763141762804,-0.250251369036801,0.802620302258343,0.0247834539569219,0.00752298411545149,226,-0.0126531153157864,0.00980143519072942,-948.976253337387,"DHX58__seq.14012.17__ANML",NA,0.999033312328986,"Q96C10","DHX58","DHX58","DHX58__seq.14012.17","DHX58"
"seq.14013.11",-0.0136835450220678,-0.0723856776639291,0.00876720909809815,-1.56076407770817,0.119972465082923,0.51571596918502,0.507182329875505,227,-0.0309590632609108,0.00359197321677523,-753.062387594577,"TANK__seq.14013.11__ANML",NA,0.999033312328986,"Q92844","TANK","TANK","TANK__seq.14013.11","TANK"
"seq.14019.73",0.0117269545139869,0.0957027568363792,0.0076092238490075,1.54114989211633,0.124685512727414,0.139725348301962,0.124431576716219,225,-0.00326750343140935,0.0267214124593832,-812.095557406336,"EVPL__seq.14019.73__ANML",NA,0.999033312328986,"Q92817","EVPL","EVPL","EVPL__seq.14019.73","EVPL"
"seq.14021.81",-0.0206239392364529,-0.0930448717734365,0.0148648791404081,-1.38742730712082,0.166702667791987,0.00960146010880387,-0.00824355862797432,222,-0.0499182664889989,0.00867038801609311,-503.417991094195,"MED4__seq.14021.81__ANML",NA,0.999033312328986,"Q9NPJ6","MED4","MED4","MED4__seq.14021.81","MED4"
"seq.14022.17",0.0158776982984078,0.0134081007961464,0.0712193072480683,0.222940925879877,0.823782848853678,0.189255934036185,0.17490648154125,226,-0.124461103426553,0.156216500023369,217.801579098687,"IL17B__seq.14022.17__ANML",NA,0.999033312328986,"Q9UHF5","IL17B","IL17B","IL17B__seq.14022.17","IL17B_1"
"seq.14023.84",-0.107482689884158,-0.0998087853923818,0.0592923159295246,-1.81275917796688,0.0712382259073574,0.341576578432943,0.329550579865508,219,-0.224339268965176,0.00937388919686075,116.844629662009,"IBSP__seq.14023.84__ANML",NA,0.999033312328986,"P21815","IBSP","IBSP","IBSP__seq.14023.84","IBSP_1"
"seq.14024.196",-0.00670429773267089,-0.0358112421728222,0.0121591280638364,-0.551379810910187,0.581930376327498,0.0721747966018665,0.0553815802507691,221,-0.0306669756081611,0.0172583801428193,-597.191359378924,"EDA__seq.14024.196__ANML",NA,0.999033312328986,"Q92838","EDA","EDA","EDA__seq.14024.196","EDA_1"
"seq.14025.18",-0.010013869082308,-0.0812485277612032,0.00821799722186669,-1.21852913939455,0.224322126560372,0.0250383051541942,0.0073919396366231,221,-0.0262095386381669,0.00618180047355083,-763.581704432284,"TNFRSF9__seq.14025.18__ANML",NA,0.999033312328986,"Q07011","TNFRSF9","TNFRSF9","TNFRSF9__seq.14025.18","TNFRSF9_1"
"seq.14026.24",-0.00601184332736136,-0.0392169622601297,0.00976380177991518,-0.615727711691991,0.538704987945411,0.103906943375867,0.0877611225357929,222,-0.0252534397014826,0.0132297530467599,-699.362254580482,"IL17F__seq.14026.24__ANML",NA,0.999033312328986,"Q96PD4","IL17F","IL17F","IL17F__seq.14026.24","IL17F_1"
"seq.14028.22",0.112434316815613,0.470621437327077,0.0136282801470444,8.25007378792377,1.69692686583933e-14,0.330644398864219,0.317955193155483,211,0.0855692882056177,0.139299345425609,-635.751693913787,"PIK3C2A__seq.14028.22__ANML",NA,7.91446690227463e-12,"O00443","PIK3C2A","PIK3C2A","PIK3C2A__seq.14028.22","PIK3C2A"
"seq.14029.42",0.0289234007629899,0.0850049626247299,0.0186832632476511,1.54809148592531,0.12312775565511,0.380709895344291,0.36874293680022,207,-0.00791047321848216,0.065757274744462,-386.159321890651,"COPS2__seq.14029.42__ANML",NA,0.999033312328986,"P61201","COPS2","COPS2","COPS2__seq.14029.42","COPS2"
"seq.14030.21",0.00270087858705222,0.0115433847660946,0.0150695504346184,0.179227548875489,0.857920324035467,0.0734214001294914,0.0569488916873491,225,-0.0269946258075762,0.0323963829816806,-503.176417678364,"TNFSF4__seq.14030.21__ANML",NA,0.999033312328986,"P23510","TNFSF4","TNFSF4","TNFSF4__seq.14030.21","TNFSF4_1"
"seq.14031.18",-0.0028423293033687,-0.00874167018460357,0.0212565719228526,-0.133715319369675,0.893748283942652,0.0560272382343405,0.0390949913865259,223,-0.0447317832397892,0.0390471246330518,-337.115475236479,"FGF7__seq.14031.18__ANML",NA,0.999033312328986,"P21781","FGF7","FGF7","FGF7__seq.14031.18","FGF7_1"
"seq.14032.2",-0.0140301179728077,-0.0434080477583058,0.0208765528984793,-0.67205146563395,0.502234358680819,0.0606989140276065,0.0441473530413089,227,-0.055166728988517,0.0271064930429016,-350.492212765653,"VEGFA__seq.14032.2__ANML",NA,0.999033312328986,"P15692","VEGFA","VEGFA","VEGFA__seq.14032.2","VEGFA_1"
"seq.14034.22",0.00354501182384426,0.03326201023773,0.00661844987509729,0.535625696461461,0.59274631204572,0.138962215699041,0.123654877311468,225,-0.00949706320050973,0.0165870868481982,-876.069581230364,"TACSTD2__seq.14034.22__ANML",NA,0.999033312328986,"P09758","TACSTD2","TACSTD2","TACSTD2__seq.14034.22","TACSTD2_1"
"seq.14035.13",-0.0039732802551728,-0.030585726767646,0.00841060004329052,-0.472413411019639,0.637104308425186,0.0948935881436472,0.0782861310453656,218,-0.0205497789889334,0.0126032184785878,-743.957640799684,"TIAM1__seq.14035.13__ANML",NA,0.999033312328986,"Q13009","TIAM1","TIAM1","TIAM1__seq.14035.13","TIAM1"
"seq.14036.116",-0.0212882406492362,-0.116889392765199,0.0116277432737924,-1.83081447087135,0.0684508388871141,0.0898302598726409,0.073649464492599,225,-0.0442014458562937,0.0016249645578213,-616.837736236672,"MPDZ__seq.14036.116__ANML",NA,0.999033312328986,"O75970","MPDZ","MPDZ","MPDZ__seq.14036.116","MPDZ"
"seq.14037.18",-0.030283849984248,-0.0635834608749366,0.0206809737012511,-1.46433385689263,0.144498526961139,0.579004064821701,0.571519692640753,225,-0.0710370196355395,0.0104693196670434,-351.955705226726,"RANBP3__seq.14037.18__ANML",NA,0.999033312328986,"Q9H6Z4","RANBP3","RANBP3","RANBP3__seq.14037.18","RANBP3"
"seq.14038.130",0.0969289083942371,0.0902277900037234,0.0690565090721677,1.40361726499875,0.161811485431534,0.0802729451029346,0.0639222419047646,225,-0.0391513202447921,0.233009137033266,196.237377036738,"CST7__seq.14038.130__ANML",NA,0.999033312328986,"O76096","CST7","CST7","CST7__seq.14038.130","CST7_1"
"seq.14039.33",0.000421888822756642,0.00324681444697237,0.00835408224953433,0.0505009180128863,0.959768020771088,0.0773641111334261,0.0609616953313538,225,-0.0160403598176698,0.016884137463183,-769.011591830749,"KLK5__seq.14039.33__ANML",NA,0.999033312328986,"Q9Y337","KLK5","KLK5","KLK5__seq.14039.33","KLK5_1"
"seq.14041.13",0.00258756656981017,0.0160866182820432,0.0105879478074559,0.244387922651833,0.807152123892489,0.0287329622297103,0.0115423951895282,226,-0.0182761565614632,0.0234512897010836,-662.771257022033,"GZMB__seq.14041.13__ANML",NA,0.999033312328986,"P10144","GZMB","GZMB","GZMB__seq.14041.13","GZMB_1"
"seq.14042.11",-0.0427636033138611,-0.0414757271325005,0.0550778738681575,-0.776420735052817,0.438308848847774,0.357514770186297,0.346193444550813,227,-0.151292874592729,0.0657656679650065,99.6441233317551,"SFRP1__seq.14042.11__ANML",NA,0.999033312328986,"Q8N474","SFRP1","SFRP1","SFRP1__seq.14042.11","SFRP1_1"
"seq.14043.12",0.00390355975599991,0.0274227816199164,0.00913169534628035,0.427473717417649,0.669450538641528,0.09644286234326,0.0800888870010567,221,-0.0140927861078816,0.0218999056198815,-721.230230446419,"EEA1__seq.14043.12__ANML",NA,0.999033312328986,"Q15075","EEA1","EEA1","EEA1__seq.14043.12","EEA1"
"seq.14045.12",-0.0120288310771909,-0.055663977654776,0.0144027381563847,-0.835176682835034,0.40451613784237,0.0218252982385243,0.00420052883741662,222,-0.0404124136748414,0.0163547515204595,-523.5856655974,"NCOA2__seq.14045.12__ANML",NA,0.999033312328986,"Q15596","NCOA2","NCOA2","NCOA2__seq.14045.12","NCOA2"
"seq.14047.78",0.0184679347184466,0.0869984263822725,0.0139332829632482,1.32545465179739,0.186407767587561,0.0730474741344864,0.0560391709075964,218,-0.00899325071524461,0.0459291201521378,-525.094584038409,"BDNF__seq.14047.78__ANML",NA,0.999033312328986,"P23560","BDNF","BDNF","BDNF__seq.14047.78","BDNF_1"
"seq.14048.7",-0.00900959527559674,-0.00856364731399958,0.0631640525693771,-0.14263801813066,0.886703718939501,0.195519303259517,0.181217424206353,225,-0.133478364851335,0.115459174300141,161.537548138488,"IL1RAP__seq.14048.7__ANML",NA,0.999033312328986,"Q9NPH3","IL1RAP","IL1RAP","IL1RAP__seq.14048.7","IL1RAP_1"
"seq.14049.17",-0.0322830123511791,-0.162665432123263,0.0127596831898553,-2.53007945971934,0.0120970786172512,0.0902667245560723,0.0738751340075331,222,-0.0574286143753723,-0.00713741032698593,-572.88134753101,"IL7__seq.14049.17__ANML",NA,0.553144849714312,"P13232","IL7","IL7","IL7__seq.14049.17","IL7_1"
"seq.14050.61",0.00930217533220825,0.0300061204575821,0.0159976836869838,0.58147013744101,0.561500581087436,0.40043779698614,0.389872824245807,227,-0.0222207726460351,0.0408251233104516,-474.000993045457,"EFNA4__seq.14050.61__ANML",NA,0.999033312328986,"P52798","EFNA4","EFNA4","EFNA4__seq.14050.61","EFNA4_1"
"seq.14051.54",0.00118191937406896,0.009578575814422,0.007512807508865,0.157320598547789,0.875132647833251,0.168465779142581,0.153748359304397,226,-0.0136221898503015,0.0159860285984394,-826.86379841556,"FOXC2__seq.14051.54__ANML",NA,0.999033312328986,"Q99958","FOXC2","FOXC2","FOXC2__seq.14051.54","FOXC2"
"seq.14052.26",0.00336101751830989,0.0283402951991782,0.0079052857974951,0.425160785379179,0.671125799473325,0.00878916421587141,-0.00883236175362412,225,-0.0122168492640348,0.0189388843006545,-794.54471760819,"UNC13A__seq.14052.26__ANML",NA,0.999033312328986,"Q9UPW8","UNC13A","UNC13A","UNC13A__seq.14052.26","UNC13A"
"seq.14054.17",-0.0673643577585269,-0.0776815353377943,0.0485110971486107,-1.38863809969419,0.166328232316824,0.306442046948859,0.294001545548838,223,-0.162963186054413,0.0282344705373595,39.9256590926375,"IL15RA__seq.14054.17__ANML",NA,0.999033312328986,"Q13261","IL15RA","IL15RA","IL15RA__seq.14054.17","IL15RA_1"
"seq.14056.4",0.000477659261638809,0.00403879891654107,0.00781041453754094,0.0611567106128526,0.951289426758954,0.036553017900469,0.0191936128175946,222,-0.014914382428011,0.0158697009512886,-800.690715563225,"CGA__seq.14056.4__ANML",NA,0.999033312328986,"P01215","CGA","CGA","CGA__seq.14056.4","CGA_1"
"seq.14057.68",-0.00943434968293603,-0.0491204181103013,0.010917768439815,-0.864128025332612,0.38844608540681,0.284750597132345,0.271921011430683,223,-0.0309495478911879,0.0120808485253158,-640.434444361925,"TNFSF15__seq.14057.68__ANML",NA,0.999033312328986,"O95150","TNFSF15","TNFSF15","TNFSF15__seq.14057.68","TNFSF15_1"
"seq.14061.48",0.00375230563236337,0.0222589553916626,0.0112004391084436,0.335014154001751,0.737933617810466,0.0346976821789866,0.0171467309458774,220,-0.0183215823997239,0.0258261936644506,-626.186087272551,"TNFSF11__seq.14061.48__ANML",NA,0.999033312328986,"O14788","TNFSF11","TNFSF11","TNFSF11__seq.14061.48","TNFSF11_1"
"seq.14063.17",0.0165323809476889,0.147397291180645,0.00695087695010534,2.37845973484517,0.0182326770167167,0.154945643798163,0.139719439181914,222,0.0028342363381543,0.0302305255572236,-843.097175001177,"OSM__seq.14063.17__ANML",NA,0.720654284796328,"P13725","OSM","OSM","OSM__seq.14063.17","OSM_1"
