"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.5316.54",0.0112790591556104,0.0367311963555467,0.00907667709809323,1.24264188686186,0.214256263733686,0.0297972848817029,0.0221108197091108,1136,-0.00652987544837171,0.0290879937595926,-1092.17028656849,"Prothrombin__seq.5316.54__ANML",0.650024126189566,"P00734","F2","F2","F2__seq.5316.54","F2_2"
"seq.5335.73",0.00415558919410793,0.00290090286008935,0.0309872588687862,0.13410638261695,0.893342206741427,0.480420758176739,0.47630437333835,1136,-0.0566430996638232,0.064954278052039,1722.10305137684,"annexin_VI__seq.5335.73__ANML",0.972794914216935,"P08133","ANXA6","ANXA6","ANXA6__seq.5335.73","ANXA6"
"seq.5337.64",-0.00395386862228202,-0.00619299148398736,0.0181268914406676,-0.218121713544968,0.82737376725549,0.111358722981322,0.104262208790401,1127,-0.039520119392674,0.0316123821481099,480.981786814189,"B7.2__seq.5337.64__ANML",0.956429370748373,"P42081","CD86","CD86","CD86__seq.5337.64","CD86_1"
"seq.5339.49",-0.0284746841704592,-0.0275962084873046,0.0305104621276205,-0.933276069413635,0.350876114074907,0.030357421024859,0.0226618450012469,1134,-0.0883379844714617,0.0313886161305433,1682.07422587467,"calgranulin_B__seq.5339.49__ANML",0.754713870780333,"P06702","S100A9","S100A9","S100A9__seq.5339.49","S100A9_1"
"seq.5340.24",0.00462582805610452,0.00777093070241277,0.0151729015978862,0.304874319935546,0.760518066560022,0.283515919489113,0.277804354631188,1129,-0.0251444277634162,0.0343960838756252,77.8990227373827,"Caspase.10_region_1__seq.5340.24__ANML",0.938154483521614,"Q92851","CASP10","CASP10","CASP10__seq.5340.24","CASP10_3"
"seq.5343.74",0.0314849870885662,0.0749741847490187,0.0116854691474236,2.69437081997757,0.00715669545293055,0.14460024302273,0.137787324604327,1130,0.00855733061762283,0.0544126435595095,-518.048411532489,"CBPE__seq.5343.74__ANML",0.172476209174776,"P16870","CPE","CPE","CPE__seq.5343.74","CPE_1"
"seq.5345.51",-0.0168954412199469,-0.0334670258091835,0.0104817862666274,-1.61188568342972,0.107265077447661,0.521757369789312,0.517961793359069,1134,-0.0374613151927963,0.00367043275290252,-761.368372966073,"CKAP2__seq.5345.51__ANML",0.516908416284922,"Q8WWK9","CKAP2","CKAP2","CKAP2__seq.5345.51","CKAP2"
"seq.5346.24",0.0589080430592795,0.0393856045875195,0.0275071816451901,2.14155138898355,0.0324433273716479,0.627153694996963,0.624178857457045,1128,0.00493704692079949,0.11287903919776,1430.99575720821,"CPNE1_C2._1_and_2__seq.5346.24__ANML",0.348598288941674,"Q99829","CPNE1","CPNE1","CPNE1__seq.5346.24","CPNE1_2"
"seq.5347.59",0.00348315473723537,0.0131230880370765,0.00707059901994424,0.492625126585505,0.62237319266819,0.215698334096447,0.209451683660047,1130,-0.010389824030486,0.0173561335049567,-1663.03997518497,"Cyclin_B1__seq.5347.59__ANML",0.893359802758944,"P14635","CCNB1","CCNB1","CCNB1__seq.5347.59","CCNB1"
"seq.5349.69",-0.00454890423023245,-0.00894716320699713,0.0146417275681312,-0.310680840704445,0.756100610342537,0.0846404261371869,0.0773434941931964,1129,-0.0332769607941608,0.0241791523336959,-3.83920511296508,"DLL1__seq.5349.69__ANML",0.93718313343947,"O00548","DLL1","DLL1","DLL1__seq.5349.69","DLL1_1"
"seq.5350.14",0.00870682188705249,0.0273608400024817,0.00920501944215855,0.945877620548595,0.344412684083904,0.0728316233468061,0.0654666494810702,1133,-0.00935397838803184,0.0267676221621368,-1059.39256543064,"GPC6__seq.5350.14__ANML",0.750761940021317,"Q9Y625","GPC6","GPC6","GPC6__seq.5350.14","GPC6"
"seq.5351.52",-0.0414088729910729,-0.0366434050079053,0.0222259473333681,-1.86308697532569,0.0627086328035149,0.571369570690245,0.567964739389462,1133,-0.0850175148016514,0.00219976881950566,956.440676976464,"hnRNP_A2.B1__seq.5351.52__ANML",0.430504419701653,"P22626","HNRNPA2B1","HNRNPA2B1","HNRNPA2B1__seq.5351.52","HNRNPA2B1"
"seq.5352.11",-0.0218567530547021,-0.0612280493721816,0.0104067858973327,-2.1002404844616,0.0359290924098509,0.0618019014000545,0.0543229085857059,1129,-0.0422755685610081,-0.00143793754839613,-779.900965922431,"HVEM__seq.5352.11__ANML",0.364722948991298,"Q92956","TNFRSF14","TNFRSF14","TNFRSF14__seq.5352.11","TNFRSF14_3"
"seq.5353.89",-0.0289806265670539,-0.0482243263861766,0.0171631151711867,-1.6885411697118,0.09158281248911,0.098107549931146,0.090937026918231,1132,-0.0626557198123083,0.00469446667820043,362.38823581926,"IL.1Ra__seq.5353.89__ANML",0.4929576967596,"P18510","IL1RN","IL1RN","IL1RN__seq.5353.89","IL1RN"
"seq.5354.11",0.0165721359638471,0.0327284569786308,0.0128386190873167,1.29080361767402,0.197036275263061,0.290885745839142,0.285227919343178,1128,-0.00861812416976963,0.0417623960974639,-301.124108645425,"Keratin_18__seq.5354.11__ANML",0.634014693149911,"P05783","KRT18","KRT18","KRT18__seq.5354.11","KRT18"
"seq.5355.69",0.00236238806571151,0.00432968913969986,0.0145084952580015,0.162827917278923,0.87068311739413,0.221243322725723,0.215024325302946,1127,-0.0261043119383196,0.0308290880697427,-27.8305083859771,"LIGHT__seq.5355.69__ANML",0.96786269693208,"O43557","TNFSF14","TNFSF14","TNFSF14__seq.5355.69","TNFSF14_1"
"seq.5356.2",0.0179236747949152,0.0242850493316201,0.0131388680519176,1.36417191527388,0.172785098670411,0.650273428849534,0.647487995981963,1130,-0.00785564559957978,0.0437029951894102,-252.004511141994,"MIF__seq.5356.2__ANML",0.606329211856427,"P14174","MIF","MIF","MIF__seq.5356.2","MIF_1"
