"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.24667.27",-0.0174000592455416,-0.028911012755407,0.0200093554944766,-0.869596187160785,0.384727321738119,0.116157058581841,0.11179024563017,1012,-0.0566646353241477,0.0218645168330645,-572.042196382679,"CT451__seq.24667.27__ANML",0.726662830920973,"Q5HYN5","CT45A1","CT45A1","CT45A1__seq.24667.27","CT45A1"
"seq.24669.12",0.04471919011346,0.0254724338969613,0.0308162510250093,1.45115608245687,0.147044474906195,0.752739813186692,0.751525372190556,1018,-0.0157514479306358,0.105189828157556,313.854699809986,"DNJ5B__seq.24669.12__ANML",0.52192447879628,"Q9UF47","DNAJC5B","DNAJC5B","DNAJC5B__seq.24669.12","DNAJC5B"
"seq.24670.1",0.0578691660132725,0.017850008164936,0.0350279265183478,1.65208654251802,0.0988249872171448,0.906080514355919,0.905619672915075,1019,-0.0108659500757145,0.126604282102259,579.145176162774,"PIHD1__seq.24670.1__ANML",0.45364841328097,"Q9NWS0","PIH1D1","PIH1D1","PIH1D1__seq.24670.1","PIH1D1"
"seq.24671.15",-0.0250898964576848,-0.0300290667752451,0.0213459436741263,-1.17539410956549,0.240111637418957,0.474876920947727,0.472300262071122,1019,-0.0669769295283266,0.016797136612957,-436.186847702343,"ASC__seq.24671.15__ANML",0.623466652540095,"Q9ULZ3","PYCARD","PYCARD","PYCARD__seq.24671.15","PYCARD"
"seq.24674.22",0.0113059153145871,0.0103596262092815,0.0244787960026729,0.461865661748748,0.644276536107875,0.597168427219579,0.595185988377156,1016,-0.0367288660775532,0.0593406967067275,-162.758181463534,"EGLN2__seq.24674.22__ANML",0.876124815129168,"Q96KS0","EGLN2","EGLN2","EGLN2__seq.24674.22","EGLN2"
"seq.24675.2",-0.000308194197366929,-0.000500332220793859,0.0192899240090706,-0.0159769523831202,0.987255927846185,0.217243068974716,0.213375692833287,1012,-0.03816102204151,0.0375446336467762,-643.137390705855,"MAST4__seq.24675.2__ANML",0.996554593909055,"O15021","MAST4","MAST4","MAST4__seq.24675.2","MAST4"
"seq.24676.105",-0.0273104801117323,-0.0184638339740866,0.0324633665395566,-0.84127073137823,0.400394043778818,0.613765147839445,0.611866254760976,1017,-0.0910133226076633,0.0363923623841986,420.256516697153,"CU059__seq.24676.105__ANML",0.737701216218687,"P57076","CFAP298","CFAP298","CFAP298__seq.24676.105","CFAP298"
"seq.24677.106",0.052393085576899,0.0246769670604014,0.0359626944498021,1.45687319536168,0.14545975437329,0.769469698915511,0.7683374282815,1018,-0.0181764031451232,0.122962574298921,631.650177805991,"RER1__seq.24677.106__ANML",0.519448191475206,"O15258","RER1","RER1","RER1__seq.24677.106","RER1"
"seq.24678.10",-0.00405489358514906,-0.00265757902230781,0.0194427516051215,-0.208555541288762,0.834836940231917,0.869509384261419,0.86886846768117,1018,-0.042207347429726,0.0340975602594279,-627.432609776042,"AVEN__seq.24678.10__ANML",0.949982366383867,"Q9NQS1","AVEN","AVEN","AVEN__seq.24678.10","AVEN"
"seq.24679.35",-0.0587787129992682,-0.0521851511331638,0.0392372851857408,-1.49803210698759,0.134435825226099,0.0283853761817246,0.0235990972466592,1015,-0.13577419230285,0.0182167663043132,803.220608485427,"ETV7__seq.24679.35__ANML",0.505960604481273,"Q9Y603","ETV7","ETV7","ETV7__seq.24679.35","ETV7"
"seq.2468.62",-0.0133148609127135,-0.0210149749084646,0.0223776722515467,-0.595006520921458,0.551972522461283,0.00590671791316271,0.000980586683792861,1009,-0.0572269670750305,0.0305972452496035,-344.196192023889,"MIP.3a__seq.2468.62__ANML",0.831343258027737,"P78556","CCL20","CCL20","CCL20__seq.2468.62","CCL20"
"seq.24680.51",-0.00198443733965836,-0.0022957372909998,0.028406767093872,-0.0698579086138405,0.944320529250344,0.136182247286218,0.13192279091189,1014,-0.0577272139522302,0.0537583392729134,145.630354628759,"TXND1__seq.24680.51__ANML",0.984358696917888,"Q9H3N1","TMX1","TMX1","TMX1__seq.24680.51","TMX1"
"seq.24681.2",-0.0958839746546609,-0.0936439890867878,0.034799976489942,-2.75528848941532,0.00596919146884787,0.0745924562982238,0.0700247981358261,1013,-0.164172266582452,-0.0275956827268694,548.377477677224,"SERB__seq.24681.2__ANML",0.158099022937137,"P78330","PSPH","PSPH","PSPH__seq.24681.2","PSPH"
"seq.24682.35",-0.0250202183136225,-0.0349639744406821,0.0243087237955174,-1.02926910207587,0.303597480820239,0.0716148800059871,0.0670595065025819,1019,-0.0727210992431518,0.0226806626159067,-169.74104955664,"CYBR1__seq.24682.35__ANML",0.673429278097979,"Q53TN4","CYBRD1","CYBRD1","CYBRD1__seq.24682.35","CYBRD1"
"seq.24683.11",0.0274627098098453,0.0270895249727967,0.0356723459093092,0.769859932387528,0.441562822396334,0.014871217747093,0.00999916640063947,1011,-0.042537605749624,0.0974630253693146,604.106589559509,"GIMA7__seq.24683.11__ANML",0.761944789633543,"Q8NHV1","GIMAP7","GIMAP7","GIMAP7__seq.24683.11","GIMAP7"
"seq.24684.7",-0.0385266515544875,-0.0435011685893236,0.02999991166588,-1.28422549984723,0.19935582291952,0.0797803328847771,0.0752516927907061,1016,-0.0973955272335332,0.0203422241245582,259.241177587651,"GIMA4__seq.24684.7__ANML",0.582787788911998,"Q9NUV9","GIMAP4","GIMAP4","GIMAP4__seq.24684.7","GIMAP4"
"seq.24685.12",0.0623733837058832,0.0245603805101051,0.0325279530981821,1.91753177698013,0.0554497263288442,0.868013504731367,0.867365877178528,1019,-0.00145604768137096,0.126202815093137,427.35122698767,"SNX11__seq.24685.12__ANML",0.368232685784531,"Q9Y5W9","SNX11","SNX11","SNX11__seq.24685.12","SNX11"
"seq.24686.19",-0.0929317067918941,-0.109102474543133,0.0242213049988865,-3.83677538415731,0.000132348899864971,0.351193294328741,0.348000347942564,1016,-0.140461213166588,-0.0454022004172002,-179.020477020844,"ACBD4__seq.24686.19__ANML",0.0298179443250088,"Q8NC06","ACBD4","ACBD4","ACBD4__seq.24686.19","ACBD4"
"seq.24687.18",0.0249750051553409,0.011045067115332,0.0313042753572483,0.797814511606577,0.425164013579043,0.84580250809467,0.845045896260002,1019,-0.0364532098329201,0.0864032201436018,348.743702507322,"TTPAL__seq.24687.18__ANML",0.752690118814904,"Q9BTX7","TTPAL","TTPAL","TTPAL__seq.24687.18","TTPAL"
"seq.24688.9",-0.0122649524356174,-0.0160930112538391,0.0260404738971322,-0.470995746239783,0.637745279057524,0.0663495359852157,0.0617366384357354,1012,-0.0633644578014522,0.0388345529302174,-29.7177230065135,"DMRTB__seq.24688.9__ANML",0.873596246758502,"Q96MA1","DMRTB1","DMRTB1","DMRTB1__seq.24688.9","DMRTB1"
"seq.24689.9",0.0226274172908874,0.0098404555967032,0.037478062542794,0.603750988062695,0.546143583409692,0.786273114360919,0.785224405402926,1019,-0.0509155878401729,0.0961704224219476,717.745920274114,"PTRF__seq.24689.9__ANML",0.828356542437122,"Q6NZI2","CAVIN1","CAVIN1","CAVIN1__seq.24689.9","CAVIN1"
"seq.24690.1",-0.0189083472054894,-0.0210776830077937,0.0315394788183688,-0.599513622732317,0.548964754794288,0.0124579926129336,0.00757400642407569,1011,-0.0807986830830316,0.0429819886720527,353.589587669461,"CABP2__seq.24690.1__ANML",0.830298515599502,"Q9NPB3","CABP2","CABP2","CABP2__seq.24690.1","CABP2"
"seq.24693.5",-0.0263269186704373,-0.0276324887371388,0.0311040961407044,-0.846413236100585,0.397521175823686,0.143380493839418,0.139173128877922,1018,-0.0873623943318615,0.0347085569909868,334.739601903906,"CLIC3__seq.24693.5__ANML",0.737567794735771,"O95833","CLIC3","CLIC3","CLIC3__seq.24693.5","CLIC3"
"seq.24694.158",0.0995224233310646,0.0453109693601691,0.0367747033388599,2.70627399530642,0.00691796165239908,0.774468279868247,0.773361647286638,1019,0.0273596162688036,0.171685230393326,678.9075152872,"NHERF__seq.24694.158__ANML",0.16389485374367,"O14745","SLC9A3R1","SLC9A3R1","SLC9A3R1__seq.24694.158","SLC9A3R1"
"seq.24695.8",-0.0257185635740118,-0.0305827303919134,0.0287796155912422,-0.893638189588539,0.371728812157832,0.0679888858048458,0.0633658148018936,1008,-0.0821933848442375,0.030756257696214,163.572235373921,"PKHB1__seq.24695.8__ANML",0.721244331762523,"Q9UF11","PLEKHB1","PLEKHB1","PLEKHB1__seq.24695.8","PLEKHB1"
"seq.24696.14",0.001216907249607,0.00163075881171023,0.0260488760615489,0.046716305407253,0.962748542548662,0.0240767045227431,0.0192597089873172,1013,-0.049899025354429,0.0523328398536429,-32.0421966538723,"MAGIX__seq.24696.14__ANML",0.989341133933405,"Q9H6Y5","MAGIX","MAGIX","MAGIX__seq.24696.14","MAGIX_1"
